pdb_id,cid,target,species,affinity,affinity_type,tanimoto
3BT0,10207,Transthyretin,Homo sapiens (Human),>100000,IC50,1.00000
2Q7M,10207,5-lipoxygenase,Bos taurus,3000,IC50,0.89820
3DWW,10207,Prostaglandin G/H synthase 2,Ovis aries (Sheep),36120,IC50,0.90968
5JVS,10207,POsterior Segregation,Caenorhabditis elegans,29176,EC50,0.91176
4IE6,10207,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens (Human),9000,IC50,0.90000
3LII,10207,Acetylcholinesterase,Homo sapiens (Human),>10000,IC50,0.91176
2A3K,10207,Tyrosine-protein phosphatase non-receptor type 7,Homo sapiens (Human),19620,IC50,0.91176
1ZED,10207,"Alkaline phosphatase, germ cell type",Homo sapiens (Human),>100000,IC50,1.00000
2F25,10207,Sialidase-2,Homo sapiens (Human),130000,IC50,0.91176
3LII,10207,Acetylcholinesterase,Homo sapiens (Human),18,IC50,1.00000
2ZZC,10207,"Thioredoxin reductase 2, mitochondrial",Rattus norvegicus,123000,IC50,0.91176
2GLQ,10207,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens (Human),>100000,IC50,1.00000
1YK8,10207,Cathepsin G,Homo sapiens (Human),55000,IC50,0.90968
1YK8,10207,Cathepsin G,Homo sapiens (Human),>60000,IC50,0.89677
5V6A,10207,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),132000,IC50,1.00000
5UDY,10207,Intestinal-type alkaline phosphatase,Homo sapiens (Human),>100000,IC50,1.00000
2ZZC,10207,"Thioredoxin reductase 1, cytoplasmic",Rattus norvegicus,84000,IC50,0.91176
1UYM,10207,Heat shock protein HSP 90-alpha,Homo sapiens (Human),3339.3,IC50,0.91176
4C4Y,10207,Bifunctional epoxide hydrolase 2,Homo sapiens (Human),52200,Ki,1.00000
5J1F,10207,Plectin,Homo sapiens (Human),32104.8,IC50,0.91176
3BT0,10207,Transthyretin,Homo sapiens (Human),>100000,IC50,0.90968
3BT0,10207,Transthyretin,Homo sapiens (Human),50000,IC50,na
2Q7M,10207,5-lipoxygenase,Bos taurus,30000,IC50,0.92903
1G3N,10207,Cyclin-dependent kinase 2,Homo sapiens (Human),9.6e+3,Kd,0.91176
7PLS,10207,Tissue alpha-L-fucosidase,Bos taurus,32000,IC50,1.00000
5WWW,10207,Zinc finger protein mex-5,Caenorhabditis elegans,21569,EC50,0.91176
6BO8,9017,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus,12200,EC50,1.00000
6BO8,9017,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus,>100000,IC50,1.00000
6D7T,9017,Transient receptor potential cation channel subfamily M member 8,Rattus norvegicus (Rat),>100000,IC50,1.00000
6BO8,9017,Transient receptor potential cation channel subfamily V member 1,Homo sapiens (Human),>100000,IC50,1.00000
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-2,Homo sapiens (Human),620,IC50,0.89840
6Q20,5281607,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),48900,IC50,0.90625
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),25,IC50,0.96133
4TMF,5281607,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Homo sapiens (Human),8200,IC50,0.88776
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,5700,IC50,0.93048
5L60,5281607,Proteasome subunit beta type-5,Homo sapiens (Human),1.3,IC50,0.88776
5AUW,5281607,Death-associated protein kinase 1,Homo sapiens (Human),21000,IC50,0.88776
3DWW,5281607,Prostaglandin G/H synthase 2,Homo sapiens (Human),>100000,IC50,0.87879
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),210,IC50,0.97126
6WC5,5281607,Homeobox protein Nkx-2.5/Transcription factor GATA-4,Mus musculus,22000,IC50,0.88776
2F25,5281607,Sialidase-2,Homo sapiens (Human),570000,IC50,0.96133
1OJ9,5281607,Amine oxidase [flavin-containing] A,Homo sapiens (Human),59,Ki,0.93048
1BHG,5281607,Beta-glucuronidase,Rattus norvegicus,2800,IC50,0.96133
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),260,Ki,0.94054
4BYI,5281607,Aurora kinase B,Homo sapiens (Human),4.06e+3,IC50,0.94054
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,>30000,IC50,0.93370
2WAJ,5281607,Mitogen-activated protein kinase 10,Homo sapiens (Human),2.2e+3,IC50,0.96133
4E2I,5281607,Large T antigen,Simian virus 40,47930,EC50,0.88776
3DWW,5281607,Prostaglandin G/H synthase 1,Homo sapiens (Human),14000,IC50,0.87879
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),>2340,Ki,0.89691
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),646,IC50,0.88776
4ZZY,5281607,Poly [ADP-ribose] polymerase 1,Homo sapiens (Human),9500,IC50,0.89840
2FW4,5281607,Carbonic anhydrase 7,Homo sapiens (Human),4.7,Ki,0.88776
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),153,IC50,1.00000
5J8R,5281607,Tyrosine-protein phosphatase non-receptor type 12,Homo sapiens (Human),20940,IC50,0.87879
3EQM,5281607,Aromatase,Homo sapiens (Human),>1.00e+5,IC50,0.91758
3LPO,5281607,"Sucrase-isomaltase, intestinal",Homo sapiens (Human),3.5,IC50,0.94054
2B9R,5281607,Cyclin-dependent kinase 1/G2/mitotic-specific cyclin-B,Marthasterias glacialis (starfish),4000,IC50,0.96133
2HW6,5281607,MAP kinase-interacting serine/threonine-protein kinase 2,Homo sapiens (Human),308,IC50,0.96133
1G3N,5281607,Cyclin-dependent kinase 6,Homo sapiens (Human),1700,IC50,0.96133
2WAJ,5281607,Mitogen-activated protein kinase 14,Homo sapiens (Human),1.43e+4,IC50,0.96133
6OHU,5281607,UDP-glucuronosyltransferase 1A1,Homo sapiens (Human),41300,Ki,0.90625
6FE2,5281607,Carbonic anhydrase 9,Homo sapiens (Human),4850,Ki,0.95977
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,>30000,IC50,0.89691
5V6A,5281607,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),10600,EC50,0.88776
1XV8,5281607,Alpha-amylase 1A,Homo sapiens (Human),9640,IC50,0.90625
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),210,IC50,0.93048
2W2I,5281607,Lysine-specific demethylase 4E,Homo sapiens (Human),3000,IC50,0.94054
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),2188,Kd,0.91099
1REX,5281607,Lysozyme C-1,Rattus norvegicus,17700,IC50,0.96133
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),1,IC50,0.88776
5BXJ,5281607,Androgen receptor,Homo sapiens (Human),5200,IC50,0.96133
5V6A,5281607,Replicase polyprotein 1ab,Human SARS coronavirus (SARS-CoV) (Severe acute respiratory syndrome coronavirus),20000,IC50,0.88776
2CAB,5281607,Carbonic anhydrase 1,Homo sapiens (Human),4100,Ki,0.96133
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 3,Homo sapiens (Human),9.3e+3,IC50,0.94054
1QF8,5281607,Casein kinase II subunit alpha,Homo sapiens (Human),800,IC50,0.96133
2R4H,5281607,Histidine kinase,Streptococcus pneumoniae PCS8203,216000,IC50,0.88776
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),1,IC50,0.88421
2F25,5281607,Sialidase-2,Homo sapiens (Human),>1000000,IC50,0.89691
6NOW,5281607,D-alanine--D-alanine ligase B,Escherichia coli K-12,163000,IC50,0.96133
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 2,Homo sapiens (Human),>20000,IC50,0.96133
2AFW,5281607,Glutaminyl-peptide cyclotransferase,Homo sapiens (Human),16100,IC50,0.92553
1G3N,5281607,Cyclin-dependent kinase 1,Homo sapiens (Human),6530,IC50,0.94054
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),7400,IC50,0.91579
2CLT,5281607,Interstitial collagenase [100-268],Homo sapiens (Human),3.03e+3,IC50,0.88776
6B19,5281607,Reverse transcriptase,Human immunodeficiency virus 1,443000,IC50,0.96133
5HI7,5281607,Histone-lysine N-methyltransferase SMYD3,Homo sapiens (Human),18230,IC50,0.90625
3D3L,5281607,Polyunsaturated fatty acid lipoxygenase ALOX12,Homo sapiens (Human),1600,Ki,0.94054
7B5O,5281607,MO15-related protein kinase Pfmrk,Plasmodium falciparum,7000,IC50,0.96133
2B9R,5281607,Cyclin-dependent kinase 1/G2/mitotic-specific cyclin-B,Marthasterias glacialis (starfish),7100,IC50,1.00000
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens (Human),5000,IC50,0.88776
8BHT,5281607,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens (Human),3100,IC50,0.96133
3QCB,5281607,Receptor-type tyrosine-protein phosphatase S,Homo sapiens (Human),10300,IC50,0.94054
6UZ8,5281607,Short transient receptor potential channel 5,Homo sapiens (Human),>10000,IC50,0.96133
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),178300,Ki,0.96133
3DWW,5281607,Prostaglandin G/H synthase 2,Homo sapiens (Human),8000,IC50,0.96133
2OHM,5281607,Beta-secretase 1,Homo sapiens (Human),82600,Ki,0.87879
3FVY,5281607,Dipeptidyl peptidase 3,Homo sapiens (Human),1.231e+5,IC50,1.00000
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),19600,IC50,0.88776
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,7100,IC50,0.96133
3BT0,5281607,Transthyretin,Homo sapiens (Human),653,IC50,0.96133
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 1,Homo sapiens (Human),5250,IC50,0.95977
5AUW,5281607,Death-associated protein kinase 1,Homo sapiens (Human),>300000,IC50,1.00000
2QMZ,5281607,Sodium-dependent dopamine transporter,Rattus norvegicus (rat),1450,EC50,0.88776
2J8T,5281607,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),600,IC50,0.88776
5L60,5281607,Proteasome subunit beta type-5,Homo sapiens (Human),4.9,IC50,1.00000
5DHG,5281607,G-protein coupled receptor 35,Homo sapiens (Human),10300,EC50,0.94054
2ACX,5281607,G protein-coupled receptor kinase 6,Homo sapiens (Human),8700,IC50,0.94054
2CS5,5281607,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),100000,IC50,0.96133
5EJK,5281607,Integrase,Human immunodeficiency virus 1,780,IC50,0.94054
7SJT,5281607,Myocilin,Homo sapiens,41600,Kd,0.96133
7KSR,5281607,Histone-lysine N-methyltransferase EZH1,Homo sapiens (Human),8770,IC50,0.90625
3LXE,5281607,Carbonic anhydrase 4,Homo sapiens (Human),9100,Ki,0.96133
5MSB,5281607,Carbonic anhydrase 12,Homo sapiens (Human),8400,Ki,0.95977
4J24,5281607,Estrogen receptor,Homo sapiens (Human),1253,IC50,0.96133
2OHM,5281607,Beta-secretase 1,Homo sapiens (Human),38500,IC50,0.96133
1QF8,5281607,Casein kinase II subunit alpha 3,Homo sapiens,10000,IC50,0.94054
2J8T,5281607,Aldo-keto reductase family 1 member B1 [K65Q],Bos taurus (Cattle),754,IC50,0.88776
2WID,5281607,Cholinesterase,Equus caballus (Horse),>100000,IC50,0.95977
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),64,Ki,0.96133
5V6A,5281607,Replicase polyprotein 1ab,2019-nCoV,3020,IC50,0.90625
2LEO,5281607,Serine protease 1,Bos taurus (bovine),141500,IC50,0.96133
7LAF,5281607,Polyunsaturated fatty acid 5-lipoxygenase,Rattus norvegicus,123200,IC50,0.93048
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,>30000,IC50,0.92265
6OHU,5281607,UDP-glucuronosyltransferase 1A1,Homo sapiens (Human),4400,IC50,0.94054
5DHG,5281607,G-protein coupled receptor 35,Homo sapiens (Human),28200,IC50,0.94054
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),3570,IC50,0.96133
7LAF,5281607,Linoleate 9S-lipoxygenase-4,Glycine max (Soybean) (Glycine hispida),2.20e+4,IC50,0.94054
4ZZY,5281607,Poly [ADP-ribose] polymerase 1,Homo sapiens (Human),100000,IC50,0.96133
2CAB,5281607,Carbonic anhydrase 1,Homo sapiens (Human),5420,Ki,1.00000
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens (Human),3100,IC50,0.96133
1K4T,5281607,DNA topoisomerase 1,Rattus norvegicus,660,IC50,0.88776
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),5,IC50,1.00000
5AKV,5281607,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),0.61,Ki,0.87879
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-2,Homo sapiens (Human),1100,IC50,0.88776
966C,5281607,Collagenase 3,Homo sapiens (Human),10050,IC50,0.88776
7WFC,5281607,Nonstructural protein 3,Zika virus,53000,IC50,0.88776
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),80,IC50,0.93048
3DWW,5281607,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>370000,IC50,0.96133
4BYI,5281607,Aurora kinase B,Homo sapiens (Human),3.88e+3,IC50,0.88776
1R42,5281607,Angiotensin-converting enzyme,Oryctolagus cuniculus,290000,IC50,0.88776
3LII,5281607,Acetylcholinesterase,Rattus norvegicus (rat),>1.00e+5,IC50,0.90625
1H7U,5281607,DNA gyrase subunit A/B,Escherichia coli (strain K12),>1960000,IC50,1.00000
5ABW,5281607,Neutrophil elastase,Homo sapiens (Human),12700,IC50,0.88776
2VCY,5281607,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,50000,IC50,0.96133
1QF8,5281607,Casein kinase II subunit alpha 3,Homo sapiens,500,IC50,0.88776
1IOX,5281607,Epidermal growth factor receptor,Homo sapiens (Human),4,IC50,0.93048
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),2,IC50,0.92265
6Q20,5281607,Neuraminidase,Influenza A virus,28900,IC50,0.96133
1OJ9,5281607,Amine oxidase [flavin-containing] B,Homo sapiens (Human),49,IC50,0.93048
2J8T,5281607,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),12300,IC50,0.95977
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),14100,IC50,0.93048
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),240,IC50,0.95977
3EQM,5281607,Aromatase,Homo sapiens (Human),900,IC50,0.96133
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),79,IC50,0.88776
5M8R,5281607,Tyrosinase,Homo sapiens (Human),60000,IC50,0.88776
3TJM,5281607,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,800,Ki,0.88776
6Q20,5281607,Neuraminidase,Influenza A virus,32600,IC50,0.88776
2F25,5281607,Sialidase,Clostridium perfringens,17400,IC50,0.96133
5TOA,5281607,Estrogen receptor beta,Ovis aries,660,Kd,0.96133
7D3E,5281607,NADPH oxidase 4,Homo sapiens (Human),1130,IC50,0.96133
2WAJ,5281607,Mitogen-activated protein kinase 10,Homo sapiens (Human),2.3e+3,IC50,0.88776
1N8S,5281607,Pancreatic triacylglycerol lipase,Sus scrofa (Pig),>70000,IC50,0.87879
5A5I,5281607,Cytochrome P450 2C9,Homo sapiens (Human),5225,IC50,1.00000
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),16,Ki,1.00000
2PG6,5281607,Cytochrome P450 2A6,Homo sapiens (Human),>25000,IC50,1.00000
6Q20,5281607,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),47100,IC50,1.00000
3LXE,5281607,Carbonic anhydrase 4,Homo sapiens (Human),538,Ki,1.00000
2HDA,5281607,Tyrosine-protein kinase Yes,Homo sapiens (Human),2380,Ki,0.88776
2J8T,5281607,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),7780,IC50,1.00000
2J8T,5281607,Aldo-keto reductase family 1 member B1 [K65Q],Bos taurus (Cattle),7790,IC50,1.00000
2ACX,5281607,G protein-coupled receptor kinase 6,Homo sapiens (Human),6610,IC50,0.90625
5VEU,5281607,Cytochrome P450 3A4,Homo sapiens (Human),>50000,IC50,1.00000
3GNI,5281607,Cyclin-dependent kinase 5 activator 1 [99-307],Homo sapiens (Human),1600,IC50,0.96133
1QIB,5281607,72 kDa type IV collagenase,Homo sapiens (Human),3610,IC50,0.88776
2F25,5281607,Sialidase-2,Homo sapiens (Human),130000,IC50,0.88776
2F2C,5281607,Cyclin homolog/dependent kinase 6,Saimiriine herpesvirus 2,>300000,IC50,0.88776
4M6N,5281607,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),291000,IC50,0.94054
5N2R,5281607,Adenosine receptor A2a,Rattus norvegicus (rat),2680,Ki,0.95977
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 1,Homo sapiens (Human),710,IC50,0.96133
5UEN,5281607,Adenosine receptor A1,Rattus norvegicus (rat),2170,Ki,0.97126
6WC5,5281607,Homeobox protein Nkx-2.5/Transcription factor GATA-4,Mus musculus,24000,IC50,0.96133
7LAF,5281607,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>100,EC50,0.94054
2F25,5281607,Sialidase-2,Homo sapiens (Human),130000,IC50,0.88776
1G3N,5281607,Cyclin-dependent kinase 6,Homo sapiens (Human),>300000,IC50,0.88776
3BHI,5281607,Carbonyl reductase [NADPH] 1,Homo sapiens (Human),110,Ki,1.00000
5W2I,5281607,Inositol polyphosphate multikinase,Homo sapiens,5500,IC50,0.88776
1G3N,5281607,Cyclin-dependent kinase 2,Homo sapiens (Human),20000,IC50,0.88776
2HDA,5281607,Tyrosine-protein kinase Yes,Homo sapiens (Human),3300,IC50,0.94054
2WAJ,5281607,Mitogen-activated protein kinase 14,Homo sapiens (Human),1.80e+4,IC50,0.88776
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),890,Ki,0.88776
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,24000,IC50,0.89691
2HW6,5281607,MAP kinase-interacting serine/threonine-protein kinase 2,Homo sapiens (Human),579,IC50,0.88776
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),2900,Ki,0.88776
6NOW,5281607,D-alanine--D-alanine ligase,Helicobacter pylori (strain HPAG1),31000,Ki,0.96133
5UEN,5281607,Adenosine receptor A1,Rattus norvegicus (rat),3020,Ki,0.95977
6UZ8,5281607,Short transient receptor potential channel 5,Homo sapiens (Human),>10000,IC50,0.88776
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),250,IC50,0.95977
1GGZ,5281607,Calmodulin-2,Homo sapiens (Human),37100,IC50,0.95977
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens (Human),9100,IC50,0.94054
3DWW,5281607,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>1.50e+5,IC50,0.94054
1XV8,5281607,Alpha-amylase 1A,Homo sapiens (Human),18400,IC50,0.88776
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),795,IC50,0.96133
1OJ9,5281607,Amine oxidase [flavin-containing] B,Homo sapiens (Human),1120,IC50,0.96133
8BHT,5281607,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens (Human),8900,IC50,0.88776
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),>10000,IC50,0.94054
2WAJ,5281607,Mitogen-activated protein kinase 14,Homo sapiens (Human),5.00e+4,IC50,0.93048
7LAF,5281607,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),8.5e+2,IC50,0.94054
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),500,Ki,1.00000
3LII,5281607,Acetylcholinesterase,Electrophorus electricus (Electric eel),85000,IC50,0.95977
2F25,5281607,Sialidase-2,Homo sapiens (Human),55000,IC50,0.90625
1XQZ,5281607,Serine/threonine-protein kinase pim-1,Homo sapiens (Human),933,IC50,0.96133
3DWW,5281607,Prostaglandin G/H synthase 1,Ovis aries (Sheep),39300,IC50,1.00000
5BXJ,5281607,Androgen receptor,Rattus norvegicus (Rat),>42657.95,IC50,0.95977
6B19,5281607,Reverse transcriptase,Human immunodeficiency virus 1,>703000,IC50,0.89691
3BT0,5281607,Transthyretin,Homo sapiens (Human),70,Kd,0.88776
3D3L,5281607,Polyunsaturated fatty acid lipoxygenase ALOX12,Homo sapiens (Human),860,IC50,0.94054
2ZNP,5281607,Peroxisome proliferator-activated receptor gamma,Mus musculus,2300,EC50,0.88776
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),4030,IC50,0.97126
3BT0,5281607,Transthyretin,Homo sapiens (Human),7000,IC50,0.88776
3QM4,5281607,Cytochrome P450 2D6,Homo sapiens (Human),>50000,IC50,1.00000
1YOW,5281607,Steroidogenic factor 1,Homo sapiens (Human),>67615,IC50,0.91099
3B7T,5281607,M1 family aminopeptidase,Plasmodium falciparum (isolate FcB1 / Columbia),22860,IC50,0.88776
2F25,5281607,Sialidase-2,Homo sapiens (Human),>1000000,IC50,0.93048
2HI4,5281607,Cytochrome P450 1A2,Homo sapiens (Human),310,IC50,0.97126
3LPO,5281607,"Sucrase-isomaltase, intestinal",Rattus norvegicus (Rat),4.4,IC50,0.88325
3DWW,5281607,Prostaglandin G/H synthase 2,Homo sapiens (Human),2.5,IC50,0.88776
2WID,5281607,Cholinesterase,Homo sapiens (Human),166100,Ki,0.88776
2FW4,5281607,Carbonic anhydrase 7,Homo sapiens (Human),171,Ki,1.00000
5EJK,5281607,Integrase,Human immunodeficiency virus 1,450,IC50,0.88776
4EWI,5281607,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens (Human),10000,IC50,0.96133
4M6N,5281607,Urease subunit beta,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),138000,IC50,0.96133
3PM0,5281607,Cytochrome P450 1B1,Homo sapiens (Human),24,IC50,1.00000
5AKV,5281607,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),305000,IC50,0.96133
1F6W,5281607,Carboxylic ester hydrolase,Rattus norvegicus (rat),>500000,IC50,0.96133
2WAJ,5281607,Mitogen-activated protein kinase 14,Homo sapiens (Human),3.99e+4,IC50,1.00000
4XZ0,5281607,Tyrosine-protein kinase SYK,Homo sapiens (Human),4200,IC50,0.96133
2F25,5281607,Sialidase-2,Homo sapiens (Human),>1000000,IC50,0.97126
2WAJ,5281607,Mitogen-activated protein kinase 10,Homo sapiens (Human),1.18e+4,IC50,1.00000
6Q6Q,5281607,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),1900,Ki,0.88776
4XZ0,5281607,Tyrosine-protein kinase SYK,Homo sapiens (Human),3000,EC50,0.96133
2HW6,5281607,MAP kinase-interacting serine/threonine-protein kinase 2,Homo sapiens (Human),979,IC50,0.89691
2KES,5281607,Alpha-synuclein,Homo sapiens (Human),28000,IC50,0.88776
2F25,5281607,Sialidase-2,Homo sapiens (Human),890000,IC50,1.00000
4JLG,5281607,Histone-lysine N-methyltransferase SETD7,Homo sapiens (Human),6080,IC50,0.88776
5JVS,5281607,POsterior Segregation,Caenorhabditis elegans,60374,EC50,0.88776
6Q20,5281607,Neuraminidase,Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1)),31400,IC50,0.96133
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),1450,IC50,0.96133
5YZ5,5281607,Glycogen synthase kinase-3 beta,Homo sapiens (Human),49490,EC50,0.96133
2OHM,5281607,Beta-secretase 1,Homo sapiens (Human),60600,IC50,0.87879
7CE4,5281607,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens (Human),2400,IC50,0.88776
5TOA,5281607,Estrogen receptor beta,Homo sapiens (Human),130,IC50,0.96133
4ZZY,5281607,Poly [ADP-ribose] polymerase 1,Homo sapiens (Human),4200,IC50,0.88776
3QCB,5281607,Receptor-type tyrosine-protein phosphatase S,Homo sapiens (Human),17500,IC50,0.88776
2VCY,5281607,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,2100,Ki,0.88776
4CDE,5281607,Dipeptidyl peptidase 4,Homo sapiens (Human),140,IC50,0.96133
3T9C,5281607,Inositol hexakisphosphate kinase 2,Homo sapiens,18300,IC50,0.92265
5M8R,5281607,Tyrosinase,Homo sapiens (Human),23,IC50,0.87879
2W8N,5281607,"Succinate-semialdehyde dehydrogenase, mitochondrial",Homo sapiens (Human),7200000,IC50,0.90625
5VEU,5281607,Cytochrome P450 3A4,Homo sapiens (Human),9200,IC50,0.94054
1G3N,5281607,Cyclin-dependent kinase 6,Homo sapiens (Human),6000,IC50,1.00000
7LAF,5281607,Seed linoleate 13S-lipoxygenase-1,Glycine max (soybean),121700,Ki,0.88776
3IR3,5281607,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,Plasmodium falciparum,5000,IC50,0.88776
2ZNP,5281607,Peroxisome proliferator-activated receptor gamma,Mus musculus,16400,EC50,0.90625
5X02,5281607,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens (Human),1700,IC50,0.89691
5YZ5,5281607,Glycogen synthase kinase-3 beta,Homo sapiens (Human),1900,IC50,0.96133
3DWW,5281607,Prostaglandin G/H synthase 2,Homo sapiens (Human),25500,IC50,1.00000
8BHT,5281607,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens (Human),1500,IC50,1.00000
1BHS,5281607,17-beta-hydroxysteroid dehydrogenase type 2,Homo sapiens (Human),>20000,IC50,0.95977
2VCY,5281607,Enoyl-acyl-carrier protein reductase,Plasmodium falciparum,2000,IC50,0.88776
5UEN,5281607,Adenosine receptor A1,Rattus norvegicus (rat),3000,Ki,0.96133
1QF8,5281607,Casein kinase II subunit alpha 3,Homo sapiens,9000,IC50,1.00000
5MSB,5281607,Carbonic anhydrase 12,Homo sapiens (Human),60,Ki,0.88776
7YXC,5281607,Nuclear receptor subfamily 0 group B member 1,Homo sapiens (Human),>67635,IC50,1.00000
2R9P,5281607,Serine protease 1/Trypsin-2/Trypsin-3,Homo sapiens (Human),3700,IC50,0.94054
4BC5,5281607,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Escherichia coli,2.2e+3,IC50,0.94054
1QIP,5281607,Lactoylglutathione lyase,Homo sapiens (Human),83200,Ki,1.00000
3QCB,5281607,Receptor-type tyrosine-protein phosphatase S,Homo sapiens (Human),600,IC50,0.90625
2IIM,5281607,Tyrosine-protein kinase Lck,Homo sapiens (Human),8,IC50,0.95977
4I8V,5281607,Cytochrome P450 1A1,Homo sapiens (Human),390,Ki,0.96133
2HW6,5281607,MAP kinase-interacting serine/threonine-protein kinase 1,Homo sapiens (Human),179,IC50,0.88776
2POJ,5281607,Macrophage metalloelastase,Homo sapiens (Human),980,IC50,0.88776
7LAF,5281607,Polyunsaturated fatty acid lipoxygenase ALOX15B,Homo sapiens (Human),7.1e+4,IC50,0.94054
8BHT,5281607,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens (Human),9200,IC50,0.91099
2B9R,5281607,Cyclin-dependent kinase 1/G2/mitotic-specific cyclin-B,Marthasterias glacialis (starfish),6200,IC50,0.88776
6C0V,5281607,ATP-dependent translocase ABCB1,Homo sapiens (Human),6310,Kd,0.93048
